Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
243,A,"According to Acts, chapter 2, verse 43, by whom were many wonders and signs performed?",The apostles,Acts 2:43,Acts,2,43,43
244,G,With what was everyone filled at the many wonders and signs performed by the apostles?,Awe,Acts 2:43,Acts,2,43,43
245,Q,"Quote Acts, chapter 2, verses 44 through 45.","""All the believers were together and had everything in common. They sold property and possessions to give to anyone who had need.""",Acts 2:44-45,Acts,2,44-45,44
246,G,What did all the believers have in common?,Everything,Acts 2:44,Acts,2,44,44
247,V,"Finish these verses: ""Every day they continued to...""","""...meet together in the temple courts. They broke bread in their homes and ate together with glad and sincere hearts, praising God and enjoying the favor of all the people. And the Lord added to their number daily those who were being saved.""",Acts 2:46-47,Acts,2,46-47,46
248,A,"According to Acts, chapter 2, verse 46, what did they break?",Bread,Acts 2:46,Acts,2,46,46
249,A,"According to Acts, chapter 2, verse 46, when did they continue to meet together?",Every day,Acts 2:46,Acts,2,46,46
250,G,What did the believers break in their homes?,Bread,Acts 2:46,Acts,2,46,46
251,G,How often did the Lord add to their number those who were being saved?,Daily,Acts 2:47,Acts,2,47,47
252,G,Whom were the believers praising?,God,Acts 2:47,Acts,2,47,47
253,X,"In Acts, chapter 3, what occurred at three in the afternoon?",The time of prayer,Acts 3:1,Acts,3,1,1
254,A,"According to Acts, chapter 3, verse 1, who were going up to the temple?",Peter and John,Acts 3:1,Acts,3,1,1
255,G,Who were going up to the temple at the time of prayerat three in the afternoon?,Peter and John,Acts 3:1,Acts,3,1,1
256,A,"According to Acts, chapter 3, verse 2, what was the temple gate called?",Beautiful,Acts 3:2,Acts,3,2,2
257,A,"According to Acts, chapter 3, verse 2, from when was a man lame?",Birth,Acts 3:2,Acts,3,2,2
258,A,"According to Acts, chapter 3, verse 2, what was a man from birth?",Lame from birth,Acts 3:2,Acts,3,2,2
259,G,When was a man who was lame from birth put at the temple gate called Beautiful?,Every day,Acts 3:2,Acts,3,2,2
260,G,What was called Beautiful?,The temple gate,Acts 3:2,Acts,3,2,2
261,A,"According to Acts, chapter 3, verse 3, for what did he ask Peter and John?",Money,Acts 3:3,Acts,3,3,3
262,A,"According to Acts, chapter 3, verse 3, whom did he see about to enter?",Peter and John,Acts 3:3,Acts,3,3,3
263,G,For what did a man who was lame from birth ask Peter and John?,Money,Acts 3:3,Acts,3,3,3
264,S,"Situation question: who said it, and to whom: ""Look at us!""?",Peter said it to a man who was lame from birth,Acts 3:4,Acts,3,4,4
265,A,"According to Acts, chapter 3, verse 4, what did Peter say?","""Look at us!""",Acts 3:4,Acts,3,4,4
266,G,"Who said, ""Look at us!""?",Peter,Acts 3:4,Acts,3,4,4
267,A,"According to Acts, chapter 3, verse 5, what did the man give them?",His attention,Acts 3:5,Acts,3,5,5
268,G,What was the man who was lame from birth expecting to get from Peter and John?,Something,Acts 3:5,Acts,3,5,5
269,V,"Finish this verse: ""Then Peter said, ""Silver or...""","""...gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""""",Acts 3:6,Acts,3,6,6
270,S,"Situation question: who said it, and to whom: ""Silver or gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""?",Peter said it to the man who was lame from birth,Acts 3:6,Acts,3,6,6
271,X,"Two-part answer: in Acts, chapter 3, what does Peter not have?",1) Silver; 2) Gold,Acts 3:6,Acts,3,6,6
272,A,"According to Acts, chapter 3, verse 6, what do I not have?",Silver or gold,Acts 3:6,Acts,3,6,6
273,A,"According to Acts, chapter 3, verse 6, what should you do in the name of Jesus Christ of Nazareth?",Walk,Acts 3:6,Acts,3,6,6
274,G,"Who said, ""Silver or gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""?",Peter,Acts 3:6,Acts,3,6,6
275,G,Who gives the man who was lame from birth what he does have?,Peter,Acts 3:6,Acts,3,6,6
276,G,Who does not have silver or gold?,Peter,Acts 3:6,Acts,3,6,6
277,A,"According to Acts, chapter 3, verse 7, by what did he take him?",The right hand,Acts 3:7,Acts,3,7,7
278,G,Who took the man by the right hand and helped him up?,Peter,Acts 3:7,Acts,3,7,7
279,G,Who helped the man up?,Peter,Acts 3:7,Acts,3,7,7
280,G,What did the man's feet and ankles instantly become?,Strong,Acts 3:7,Acts,3,7,7
281,X,Three-part answer: how did the man who was lame from birth go with Peter and John into the temple courts?,1) Walking; 2) Jumping; 3) Praising God,Acts 3:8,Acts,3,8,8
282,A,"According to Acts, chapter 3, verse 8, to what did he jump?",His feet,Acts 3:8,Acts,3,8,8
283,A,"According to Acts, chapter 3, verse 8, what did he begin to do?",Walk,Acts 3:8,Acts,3,8,8
284,A,"According to Acts, chapter 3, verse 10, what was the temple gate called?",Beautiful,Acts 3:10,Acts,3,10,10
285,A,"According to Acts, chapter 3, verse 11, what was the place called?",Solomon's Colonnade,Acts 3:11,Acts,3,11,11
286,A,"According to Acts, chapter 3, verse 11, what were all the people?",Astonished,Acts 3:11,Acts,3,11,11
287,A,"According to Acts, chapter 3, verse 12, who saw this?",Peter,Acts 3:12,Acts,3,12,12
288,G,"Who said to all the people, ""Fellow Israelites, why does this surprise you? Why do you stare at us as if by our own power or godliness we had made this man walk?""",Peter,Acts 3:12,Acts,3,12,12
289,G,Whom had Pilate decided to let go?,Jesus,Acts 3:13,Acts,3,13,13
290,G,Who had decided to let Jesus go?,Pilate,Acts 3:13,Acts,3,13,13
291,G,Whom did you hand over to be killed?,Jesus,Acts 3:13,Acts,3,13,13
292,G,Before whom did you disown Jesus?,Pilate,Acts 3:13,Acts,3,13,13
293,G,Whom did you ask be released to you?,A murderer,Acts 3:14,Acts,3,14,14
294,X,Of what is Jesus the author?,Life,Acts 3:15,Acts,3,15,15
295,G,From what did God raise the author of life?,The dead,Acts 3:15,Acts,3,15,15
296,G,Who raised the author of life from the dead?,God,Acts 3:15,Acts,3,15,15
297,V,"Finish this verse: ""By faith in the name...""","""...of Jesus, this man whom you see and know was made strong. It is Jesus' name and the faith that comes through him that has completely healed him, as you can all see.""",Acts 3:16,Acts,3,16,16
298,Q,"Quote Acts, chapter 3, verse 16.","""By faith in the name of Jesus, this man whom you see and know was made strong. It is Jesus' name and the faith that comes through him that has completely healed him, as you can all see.""",Acts 3:16,Acts,3,16,16
299,G,How has Jesus' name and the faith that comes through him healed this man whom you see and know?,Completely,Acts 3:16,Acts,3,16,16
300,A,"According to Acts, chapter 3, verse 16, what was this man whom you see and know made?",Strong,Acts 3:16,Acts,3,16,16
301,X,"Two-part answer: in Acts, chapter 3, who acted in ignorance?",1) (Peter's) Fellow Israelites; 2) The Israelites' leaders,Acts 3:17,Acts,3,17,17
302,A,"According to Acts, chapter 3, verse 17, how did you fellow Israelites act?",In ignorance,Acts 3:17,Acts,3,17,17
303,A,"According to Acts, chapter 3, verse 17, how did your leaders act?",In ignorance,Acts 3:17,Acts,3,17,17
304,A,"According to Acts, chapter 3, verse 18, who would suffer?",God's Messiah,Acts 3:18,Acts,3,18,18
305,A,"According to Acts, chapter 3, verse 18, what would God's Messiah do?",Suffer,Acts 3:18,Acts,3,18,18
306,G,Who had foretold through all the prophets that his Messiah would suffer?,God,Acts 3:18,Acts,3,18,18
307,G,"Who fulfilled what he had foretold through all the prophets, saying that his Messiah would suffer?",God,Acts 3:18,Acts,3,18,18
308,R,"Finish these verses and give the reference: ""Repent, then, and turn to...""","""...God, so that your sins may be wiped out, that times of refreshing may come from the Lord, and that he may send the Messiah, who has been appointed for you  even Jesus.""",Acts 3:19-20,Acts,3,19-20,19
309,A,"According to Acts, chapter 3, verse 19, to whom should you turn?",God,Acts 3:19,Acts,3,19,19
310,A,"According to Acts, chapter 3, verse 19, what may your sins be?",Wiped out,Acts 3:19,Acts,3,19,19
311,G,From whom may times of refreshing come?,The Lord,Acts 3:19,Acts,3,19,19
312,G,What may be wiped out?,Your sins,Acts 3:19,Acts,3,19,19
313,A,"According to Acts, chapter 3, verse 20, who has been appointed for you?",The Messiah,Acts 3:20,Acts,3,20,20
314,A,"According to Acts, chapter 3, verse 20, whom may he send?",The Messiah,Acts 3:20,Acts,3,20,20
315,G,What did God promise long ago through his holy prophets to restore?,Everything,Acts 3:21,Acts,3,21,21
316,G,Whom must heaven receive until the time comes for God to restore everything?,Jesus,Acts 3:21,Acts,3,21,21
317,G,Who promised long ago through his holy prophets to restore everything?,God,Acts 3:21,Acts,3,21,21
318,G,What must receive Jesus until the time comes for God to restore everything?,Heaven,Acts 3:21,Acts,3,21,21
319,G,When did God make the promise to restore everything?,Long ago,Acts 3:21,Acts,3,21,21
320,X,"From what Old Testament book does the following quotation come: ""The Lord your God will raise up for you a prophet like me from among your own people; you must listen to everything he tells you.""?",Deuteronomy,Acts 3:22,Acts,3,22,22
321,G,Like whom will the Lord your God raise up for you a prophet?,Moses,Acts 3:22,Acts,3,22,22
322,G,"Who said, ""The Lord your God will raise up for you a prophet like me from among your own people; you must listen to everything he tells you.""?",Moses,Acts 3:22,Acts,3,22,22
323,X,"From what Old Testament book does the following quotation come: ""Anyone who does not listen to him will be completely cut off from their people.""?",Deuteronomy,Acts 3:23,Acts,3,23,23
324,G,How will anyone who does not listen to a prophet like Moses be cut off from their people?,Completely,Acts 3:23,Acts,3,23,23
325,G,From whom will anyone who does not listen to a prophet like Moses be completely cut off?,Their people,Acts 3:23,Acts,3,23,23
326,G,Beginning with whom have all the prophets who have spoken foretold these days?,Samuel,Acts 3:24,Acts,3,24,24
327,G,"What have all the prophets who have spoken, beginning with Samuel, foretold?",These days,Acts 3:24,Acts,3,24,24
328,S,"Situation question: who said it, and to whom: ""Through your offspring all peoples on earth will be blessed.""?",God said it to Abraham,Acts 3:25,Acts,3,25,25
329,X,"From what Old Testament book does the following quotation come: ""Through your offspring all peoples on earth will be blessed.""?",Genesis,Acts 3:25,Acts,3,25,25
330,A,"According to Acts, chapter 3, verse 25, what will all peoples on earth be?",Blessed,Acts 3:25,Acts,3,25,25
331,A,"According to Acts, chapter 3, verse 25, with whom did God make a covenant?",Your fathers,Acts 3:25,Acts,3,25,25
332,G,"To whom did God say, ""Through your offspring all peoples on earth will be blessed.""?",Abraham,Acts 3:25,Acts,3,25,25
333,G,Through whom will all peoples on earth be blessed?,Abraham's offspring,Acts 3:25,Acts,3,25,25
334,G,What will all peoples on earth be through Abraham's offspring?,Blessed,Acts 3:25,Acts,3,25,25
335,G,"Who said to Abraham, ""Through your offspring all peoples on earth will be blessed.""?",God,Acts 3:25,Acts,3,25,25
336,G,Who made a covenant with your fathers?,God,Acts 3:25,Acts,3,25,25
337,G,Of whom are you heirs?,The prophets,Acts 3:25,Acts,3,25,25
338,A,"According to Acts, chapter 3, verse 26, whom did God send first to you?",His servant,Acts 3:26,Acts,3,26,26
339,A,"According to Acts, chapter 3, verse 26, whom did God raise up?",His servant,Acts 3:26,Acts,3,26,26
340,G,Who sent his servant first to you to bless you?,God,Acts 3:26,Acts,3,26,26
341,G,Who raised up his servant?,God,Acts 3:26,Acts,3,26,26
342,G,Whom did God send first to you to bless you?,His servant,Acts 3:26,Acts,3,26,26
343,A,"According to Acts, chapter 4, verse 1, who were speaking to the people?",Peter and John,Acts 4:1,Acts,4,1,1
344,A,"According to Acts, chapter 4, verse 1, to whom were Peter and John speaking?",The people,Acts 4:1,Acts,4,1,1
345,G,To whom did the priests and the captain of the temple guard and the Sadducees come up while they were speaking to the people?,Peter and John,Acts 4:1,Acts,4,1,1
346,A,"According to Acts, chapter 4, verse 2, what were they?",Greatly disturbed,Acts 4:2,Acts,4,2,2
347,A,"According to Acts, chapter 4, verse 2, who were teaching the people?",The apostles,Acts 4:2,Acts,4,2,2
348,A,"According to Acts, chapter 4, verse 2, who were proclaiming in Jesus the resurrection of the dead?",The apostles,Acts 4:2,Acts,4,2,2
349,A,"According to Acts, chapter 4, verse 2, whom were the apostles teaching?",The people,Acts 4:2,Acts,4,2,2
350,G,In whom were the apostles proclaiming the resurrection of the dead?,Jesus,Acts 4:2,Acts,4,2,2
351,A,"According to Acts, chapter 4, verse 3, when was it?",Evening,Acts 4:3,Acts,4,3,3
352,A,"According to Acts, chapter 4, verse 3, where did they put Peter and John?",In jail,Acts 4:3,Acts,4,3,3
353,A,"According to Acts, chapter 4, verse 3, whom did they put in jail?",Peter and John,Acts 4:3,Acts,4,3,3
354,A,"According to Acts, chapter 4, verse 3, whom did they seize?",Peter and John,Acts 4:3,Acts,4,3,3
355,G,Until when did the priests and the captain of the temple guard and the Sadducees put Peter and John in jail?,The next day,Acts 4:3,Acts,4,3,3
356,G,Where did the priests and the captain of the temple guard and the Sadducees put Peter and John until the next day?,In jail,Acts 4:3,Acts,4,3,3
357,V,"Finish this verse: ""But many who heard the...""","""...message believed; so the number of men who believed grew to about five thousand.""",Acts 4:4,Acts,4,4,4
358,A,"According to Acts, chapter 4, verse 4, to what did the number of men who believed grow?",About five thousand,Acts 4:4,Acts,4,4,4
359,A,"According to Acts, chapter 4, verse 4, what did many hear?",The message,Acts 4:4,Acts,4,4,4
360,A,"According to Acts, chapter 4, verse 5, where did the rulers, the elders, and the teachers of the law meet?",In Jerusalem,Acts 4:5,Acts,4,5,5
361,G,"Where did the rulers, the elders and the teachers of the law meet the next day?",In Jerusalem,Acts 4:5,Acts,4,5,5
362,G,"When did the rulers, the elders and the teachers of the law meet in Jerusalem?",The next day,Acts 4:5,Acts,4,5,5
363,X,"In Acts, chapter 4, who was the high priest?",Annas,Acts 4:6,Acts,4,6,6
364,A,"According to Acts, chapter 4, verse 6, who was the high priest?",Annas,Acts 4:6,Acts,4,6,6
365,G,What was Annas?,The high priest,Acts 4:6,Acts,4,6,6
366,A,"According to Acts, chapter 4, verse 7, whom did they begin to question?",Peter and John,Acts 4:7,Acts,4,7,7
367,A,"According to Acts, chapter 4, verse 7, whom did they have brought before them?",Peter and John,Acts 4:7,Acts,4,7,7
368,A,"According to Acts, chapter 4, verse 8, who was filled with the Holy Spirit?",Peter,Acts 4:8,Acts,4,8,8
369,G,With whom was Peter filled?,The Holy Spirit,Acts 4:8,Acts,4,8,8
370,X,"In Acts, chapter 4, who were being called to account for an act of kindness shown to a man who was lame?",Peter and John,Acts 4:9,Acts,4,9,9
371,A,"According to Acts, chapter 4, verse 10, who stands before you healed?",This man,Acts 4:10,Acts,4,10,10
372,X,"Complete, in essence, the following Old Testament quotation: ""The stone you builders rejected, . . .""",""". . . which has become the cornerstone.""",Acts 4:11,Acts,4,11,11
373,X,"From what Old Testament book does the following quotation come: ""The stone you builders rejected, which has become the cornerstone.""?",Psalms,Acts 4:11,Acts,4,11,11
374,G,"Who is the stone you builders rejected, which has become the cornerstone?",Jesus,Acts 4:11,Acts,4,11,11
