Set Title,Set Number,Question Number,Type,Question,Answer,Reference,Book,Chapter,Verse,Begin Verse
"Set #1  all questions",1,192,"X","From what Old Testament book does the following quotation come: ""Therefore my heart is glad and my tongue rejoices; my body also will rest in hope, because you will not abandon me to the realm of the dead, you will not let your holy one see decay.""?","Psalms","Acts 2:26-27",Acts,2,"26-27",26,
"Set #1  all questions",1,193,"A","According to Acts, chapter 2, verse 26, what is my heart?","Glad","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,194,"A","According to Acts, chapter 2, verse 26, what is glad?","My heart","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,195,"A","According to Acts, chapter 2, verse 26, what does my tongue do?","Rejoices","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,196,"A","According to Acts, chapter 2, verse 26, what will my body also do?","Rest in hope","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,197,"G","In what will my body also rest?","Hope","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,198,"G","What also will rest in hope?","My body","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,199,"G","What rejoices?","My tongue","Acts 2:26",Acts,2,"26",26,
"Set #1  all questions",1,200,"G","What will you not let your holy one see?","Decay","Acts 2:27",Acts,2,"27",27,
"Set #1  all questions",1,201,"X","From what Old Testament book does the following quotation come: ""You have made known to me the paths of life; you will fill me with joy in your presence.""?","Psalms","Acts 2:28",Acts,2,"28",28,
"Set #1  all questions",1,202,"A","According to Acts, chapter 2, verse 28, with what will you fill me?","Joy","Acts 2:28",Acts,2,"28",28,
"Set #1  all questions",1,203,"G","With what will you fill me in your presence?","Joy","Acts 2:28",Acts,2,"28",28,
"Set #1  all questions",1,204,"S","Situation question: who said it, and to whom: ""Fellow Israelites, I can tell you confidently that the patriarch David died and was buried, and his tomb is here to this day.""?","Peter said it to the crowd [OR to (Peter's) fellow Israelites]","Acts 2:29",Acts,2,"29",29,
"Set #1  all questions",1,205,"X","In Acts, chapter 2, who died and was buried?","The patriarch David","Acts 2:29",Acts,2,"29",29,
"Set #1  all questions",1,206,"G","How can Peter tell you that the patriarch David died and was buried?","Confidently","Acts 2:29",Acts,2,"29",29,
"Set #1  all questions",1,207,"G","Who can tell you confidently that the patriarch David died and was buried?","Peter","Acts 2:29",Acts,2,"29",29,
"Set #1  all questions",1,208,"A","According to Acts, chapter 2, verse 30, what was he?","A prophet","Acts 2:30",Acts,2,"30",30,
"Set #1  all questions",1,209,"G","Whom had God promised on oath that he would place one of his descendants on his throne?","David","Acts 2:30",Acts,2,"30",30,
"Set #1  all questions",1,210,"G","Who knew that God had promised him on oath that he would place one of his descendants on his throne?","David","Acts 2:30",Acts,2,"30",30,
"Set #1  all questions",1,211,"G","Who had promised David on oath that he would place one of his descendants on his throne?","God","Acts 2:30",Acts,2,"30",30,
"Set #1  all questions",1,212,"G","How had God promised David that he would place one of his descendants on his throne?","On oath","Acts 2:30",Acts,2,"30",30,
"Set #1  all questions",1,213,"A","According to Acts, chapter 2, verse 31, who was not abandoned to the realm of the dead?","The Messiah","Acts 2:31",Acts,2,"31",31,
"Set #1  all questions",1,214,"G","What did the Messiah's body not see?","Decay","Acts 2:31",Acts,2,"31",31,
"Set #1  all questions",1,215,"A","According to Acts, chapter 2, verse 32, whom has God raised to life?","This Jesus","Acts 2:32",Acts,2,"32",32,
"Set #1  all questions",1,216,"G","To what has God raised this Jesus?","Life","Acts 2:32",Acts,2,"32",32,
"Set #1  all questions",1,217,"G","Who is exalted to the right hand of God?","Jesus","Acts 2:33",Acts,2,"33",33,
"Set #1  all questions",1,218,"G","Who has poured out what you now see and hear?","Jesus","Acts 2:33",Acts,2,"33",33,
"Set #1  all questions",1,219,"G","From whom has Jesus received the promised Holy Spirit?","The Father","Acts 2:33",Acts,2,"33",33,
"Set #1  all questions",1,220,"X","From what Old Testament book does the following quotation come: ""The Lord said to my Lord: 'Sit at my right hand until I make your enemies a footstool for your feet.'""?","Psalms","Acts 2:34-35",Acts,2,"34-35",34,
"Set #1  all questions",1,221,"G","Who did not ascend to heaven?","David","Acts 2:34",Acts,2,"34",34,
"Set #1  all questions",1,222,"G","To where did David not ascend?","Heaven","Acts 2:34",Acts,2,"34",34,
"Set #1  all questions",1,223,"G","Who said to my Lord: ""Sit at my right hand until I make your enemies a footstool for your feet.""?","The Lord","Acts 2:34",Acts,2,"34",34,
"Set #1  all questions",1,224,"G","Who will make your enemies a footstool for your feet?","The Lord","Acts 2:35",Acts,2,"35",35,
"Set #1  all questions",1,225,"G","Whom will I make a footstool for your feet?","Your enemies","Acts 2:35",Acts,2,"35",35,
"Set #1  all questions",1,226,"G","For what will I make your enemies a footstool?","Your feet","Acts 2:35",Acts,2,"35",35,
"Set #1  all questions",1,227,"A","According to Acts, chapter 2, verse 36, whom did you crucify?","This Jesus","Acts 2:36",Acts,2,"36",36,
"Set #1  all questions",1,228,"G","Who should be assured of this: God has made this Jesus, whom you crucified, both Lord and Messiah?","All Israel","Acts 2:36",Acts,2,"36",36,
"Set #1  all questions",1,229,"G","Who has made this Jesus both Lord and Messiah?","God","Acts 2:36",Acts,2,"36",36,
"Set #1  all questions",1,230,"S","Situation question: who said it, and to whom: ""Brothers, what shall we do?""","The people said it to Peter and the other apostles","Acts 2:37",Acts,2,"37",37,
"Set #1  all questions",1,231,"S","Situation question: who said it, and to whom: ""Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.""?","Peter said it to the people","Acts 2:37-38",Acts,2,"37-38",37,
"Set #1  all questions",1,232,"A","According to Acts, chapter 2, verse 37, who heard this?","The people","Acts 2:37",Acts,2,"37",37,
"Set #1  all questions",1,233,"G","To what were the people cut when they heard this?","The heart","Acts 2:37",Acts,2,"37",37,
"Set #1  all questions",1,234,"Q","Quote Acts, chapter 2, verse 38.","""Peter replied, ""Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.""","Acts 2:38",Acts,2,"38",38,
"Set #1  all questions",1,235,"G","Who replied, ""Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit.""?","Peter","Acts 2:38",Acts,2,"38",38,
"Set #1  all questions",1,236,"A","According to Acts, chapter 2, verse 39, what is for all whom the Lord our God will call?","The promise","Acts 2:39",Acts,2,"39",39,
"Set #1  all questions",1,237,"S","Situation question: who said it, and to whom: ""Save yourselves from this corrupt generation.""?","Peter said it to the people","Acts 2:40",Acts,2,"40",40,
"Set #1  all questions",1,238,"G","Who warned the people with many other words?","Peter","Acts 2:40",Acts,2,"40",40,
"Set #1  all questions",1,239,"G","Who pleaded with the people, ""Save yourselves from this corrupt generation.""?","Peter","Acts 2:40",Acts,2,"40",40,
"Set #1  all questions",1,240,"V","Finish this verse: ""They devoted themselves to the...""","""...apostles' teaching and to fellowship, to the breaking of bread and to prayer.""","Acts 2:42",Acts,2,"42",42,
"Set #1  all questions",1,241,"X","In Acts, chapter 2, who performed many wonders and signs?","The apostles","Acts 2:43",Acts,2,"43",43,
"Set #1  all questions",1,242,"A","According to Acts, chapter 2, verse 43, with what was everyone filled?","Awe","Acts 2:43",Acts,2,"43",43,
"Set #1  all questions",1,243,"A","According to Acts, chapter 2, verse 43, who was filled with awe?","Everyone","Acts 2:43",Acts,2,"43",43,
"Set #1  all questions",1,244,"A","According to Acts, chapter 2, verse 43, by whom were many wonders and signs performed?","The apostles","Acts 2:43",Acts,2,"43",43,
"Set #1  all questions",1,245,"G","With what was everyone filled at the many wonders and signs performed by the apostles?","Awe","Acts 2:43",Acts,2,"43",43,
"Set #1  all questions",1,246,"Q","Quote Acts, chapter 2, verses 44 through 45.","""All the believers were together and had everything in common. They sold property and possessions to give to anyone who had need.""","Acts 2:44-45",Acts,2,"44-45",44,
"Set #1  all questions",1,247,"G","What did all the believers have in common?","Everything","Acts 2:44",Acts,2,"44",44,
"Set #1  all questions",1,248,"V","Finish these verses: ""Every day they continued to...""","""...meet together in the temple courts. They broke bread in their homes and ate together with glad and sincere hearts, praising God and enjoying the favor of all the people. And the Lord added to their number daily those who were being saved.""","Acts 2:46-47",Acts,2,"46-47",46,
"Set #1  all questions",1,249,"A","According to Acts, chapter 2, verse 46, what did they break?","Bread","Acts 2:46",Acts,2,"46",46,
"Set #1  all questions",1,250,"A","According to Acts, chapter 2, verse 46, when did they continue to meet together?","Every day","Acts 2:46",Acts,2,"46",46,
"Set #1  all questions",1,251,"G","What did the believers break in their homes?","Bread","Acts 2:46",Acts,2,"46",46,
"Set #1  all questions",1,252,"G","How often did the Lord add to their number those who were being saved?","Daily","Acts 2:47",Acts,2,"47",47,
"Set #1  all questions",1,253,"G","Whom were the believers praising?","God","Acts 2:47",Acts,2,"47",47,
"Set #1  all questions",1,254,"X","In Acts, chapter 3, what occurred at three in the afternoon?","The time of prayer","Acts 3:1",Acts,3,"1",1,
"Set #1  all questions",1,255,"A","According to Acts, chapter 3, verse 1, who were going up to the temple?","Peter and John","Acts 3:1",Acts,3,"1",1,
"Set #1  all questions",1,256,"G","Who were going up to the temple at the time of prayerat three in the afternoon?","Peter and John","Acts 3:1",Acts,3,"1",1,
"Set #1  all questions",1,257,"A","According to Acts, chapter 3, verse 2, what was the temple gate called?","Beautiful","Acts 3:2",Acts,3,"2",2,
"Set #1  all questions",1,258,"A","According to Acts, chapter 3, verse 2, from when was a man lame?","Birth","Acts 3:2",Acts,3,"2",2,
"Set #1  all questions",1,259,"A","According to Acts, chapter 3, verse 2, what was a man from birth?","Lame from birth","Acts 3:2",Acts,3,"2",2,
"Set #1  all questions",1,260,"G","When was a man who was lame from birth put at the temple gate called Beautiful?","Every day","Acts 3:2",Acts,3,"2",2,
"Set #1  all questions",1,261,"G","What was called Beautiful?","The temple gate","Acts 3:2",Acts,3,"2",2,
"Set #1  all questions",1,262,"A","According to Acts, chapter 3, verse 3, for what did he ask Peter and John?","Money","Acts 3:3",Acts,3,"3",3,
"Set #1  all questions",1,263,"A","According to Acts, chapter 3, verse 3, whom did he see about to enter?","Peter and John","Acts 3:3",Acts,3,"3",3,
"Set #1  all questions",1,264,"G","For what did a man who was lame from birth ask Peter and John?","Money","Acts 3:3",Acts,3,"3",3,
"Set #1  all questions",1,265,"S","Situation question: who said it, and to whom: ""Look at us!""?","Peter said it to a man who was lame from birth","Acts 3:4",Acts,3,"4",4,
"Set #1  all questions",1,266,"A","According to Acts, chapter 3, verse 4, what did Peter say?","""Look at us!""","Acts 3:4",Acts,3,"4",4,
"Set #1  all questions",1,267,"G","Who said, ""Look at us!""?","Peter","Acts 3:4",Acts,3,"4",4,
"Set #1  all questions",1,268,"A","According to Acts, chapter 3, verse 5, what did the man give them?","His attention","Acts 3:5",Acts,3,"5",5,
"Set #1  all questions",1,269,"G","What was the man who was lame from birth expecting to get from Peter and John?","Something","Acts 3:5",Acts,3,"5",5,
"Set #1  all questions",1,270,"V","Finish this verse: ""Then Peter said, ""Silver or...""","""...gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""""","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,271,"S","Situation question: who said it, and to whom: ""Silver or gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""?","Peter said it to the man who was lame from birth","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,272,"X","Two-part answer: in Acts, chapter 3, what does Peter not have?","1) Silver; 2) Gold","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,273,"A","According to Acts, chapter 3, verse 6, what do I not have?","Silver or gold","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,274,"A","According to Acts, chapter 3, verse 6, what should you do in the name of Jesus Christ of Nazareth?","Walk","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,275,"G","Who said, ""Silver or gold I do not have, but what I do have I give you. In the name of Jesus Christ of Nazareth, walk.""?","Peter","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,276,"G","Who gives the man who was lame from birth what he does have?","Peter","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,277,"G","Who does not have silver or gold?","Peter","Acts 3:6",Acts,3,"6",6,
"Set #1  all questions",1,278,"A","According to Acts, chapter 3, verse 7, by what did he take him?","The right hand","Acts 3:7",Acts,3,"7",7,
"Set #1  all questions",1,279,"G","Who took the man by the right hand and helped him up?","Peter","Acts 3:7",Acts,3,"7",7,
"Set #1  all questions",1,280,"G","Who helped the man up?","Peter","Acts 3:7",Acts,3,"7",7,
"Set #1  all questions",1,281,"G","What did the man's feet and ankles instantly become?","Strong","Acts 3:7",Acts,3,"7",7,
"Set #1  all questions",1,282,"X","Three-part answer: how did the man who was lame from birth go with Peter and John into the temple courts?","1) Walking; 2) Jumping; 3) Praising God","Acts 3:8",Acts,3,"8",8,
"Set #1  all questions",1,283,"A","According to Acts, chapter 3, verse 8, to what did he jump?","His feet","Acts 3:8",Acts,3,"8",8,
"Set #1  all questions",1,284,"A","According to Acts, chapter 3, verse 8, what did he begin to do?","Walk","Acts 3:8",Acts,3,"8",8,
"Set #1  all questions",1,285,"A","According to Acts, chapter 3, verse 10, what was the temple gate called?","Beautiful","Acts 3:10",Acts,3,"10",10,
"Set #1  all questions",1,286,"A","According to Acts, chapter 3, verse 11, what was the place called?","Solomon's Colonnade","Acts 3:11",Acts,3,"11",11,
